communityname,state,population,householdsize,racepctblack,racepctwhite,racepctasian,racepcthisp,numburban,pcturban,medincome,pctwwage,pctwpubasst,pctwretire,medfaminc,percapinc,whitepercap,blackpercap,indianpercap,asianpercap,otherpercap,hisppercap,numunderpov,pctpopunderpov,pctless9thgrade,pctnothsgrad,pctbsormore,pctunemployed,pctemploy,pctemplmanu,pctemplprofserv,pctoccupmanu,pctoccupmgmtprof,malepctdivorce,malepctnevmarr,femalepctdiv,totalpctdiv,persperfam,pctfam2par,pctkids2par,pctyoungkids2par,pctimmigrecent,pctspeakenglonly,pctnotspeakenglwell,pctlarghousefam,pctlarghouseoccup,pctpersownoccup,pctpersdensehous,pcthousless3br,mednumbr,housvacant,pcthousoccup,pcthousownocc,pctvacantboarded,pctvacmore6mos,medyrhousbuilt,pcthousnophone,pctwofullplumb,ownocclowquart,ownoccmedval,ownocchiquart,ownoccqrange,rentlowq,rentmedian,renthighq,rentqrange,medrent,medrentpcthousinc,medowncostpctinc,medowncostpctincnomtg,numinshelters,numstreet,pctforeignborn,pctbornsamestate,pctsamehouse85,pctsamecity85,pctsamestate85,policreqperoffic,landarea,popdens,pctusepubtrans,lemaspctofficdrugun,murders,murdperpop,rapes,rapesperpop,robberies,robbbperpop,assaults,assaultperpop,burglaries,burglperpop,larcenies,larcperpop,autotheft,autotheftperpop,arsons,violentcrimesperpop,city,mayor,statename,party affiliation
Gorhamtown,ME,11856,3.03,0.37,98.84,0.4,0.45,3929,33.1,36618,83.22,4.56,14.76,40809,14049,14119,10291,9093,11443,18000.0,6328,436,4.05,3.9,13.97,26.0,5.73,67.68,14.71,28.53,13.59,28.01,7.33,32.57,10.65,9.06,3.15,80.48,78.23,94.1,2.61,95.94,0.24,3.62,2.78,83.55,1.2,38.37,3,134,96.69,79.89,0.0,42.54,1968,1.17,0.71,94100,119800,159000,64900,351,452,552,201,526,28.0,23.5,12.6,0,0,2.58,71.76,51.97,79.39,91.47,,52.5,225.9,0.88,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,16.72,34.0,284.28,68.0,568.56,8.0,66.89,0.0,16.72,Gorham,,Maine,
RockSpringscity,WY,19050,2.67,1.17,94.31,0.96,7.46,0,0.0,34372,83.58,5.74,12.84,41095,14767,15066,9288,12726,11497,8657.0,9016,1661,8.87,5.6,17.5,14.84,5.13,67.09,7.72,19.53,14.84,21.27,11.57,25.0,12.21,11.89,3.22,78.88,77.97,85.49,0.0,93.22,0.61,5.33,3.73,71.4,2.83,46.05,3,929,88.47,67.27,7.53,52.42,1972,3.51,0.81,55600,71800,89600,34000,210,282,359,149,348,19.0,17.5,11.3,5,0,1.72,48.45,54.59,83.65,89.98,,19.1,998.4,5.76,0.0,1,4.92,14.0,68.92,6.0,29.54,111.0,546.45,213.0,1048.59,882.0,4342.05,76.0,374.14,0.0,649.83,Rock Springs,,Wyoming,
Oakdalecity,CA,11961,2.71,0.24,88.57,1.11,17.04,0,0.0,27230,73.45,13.22,18.4,30357,11994,12334,17759,17930,8531,8032.0,8180,1486,12.63,12.32,30.95,9.97,10.34,54.22,19.74,18.37,17.94,18.21,12.03,24.17,16.32,14.31,3.12,70.31,67.82,80.88,14.24,86.3,3.08,5.56,4.07,55.37,7.42,49.8,3,185,95.98,56.37,1.08,21.08,1972,3.3,0.11,83000,108900,145000,62000,315,395,497,182,472,28.7,21.4,12.4,11,0,8.16,62.95,39.82,76.72,94.06,,4.2,2853.3,0.0,0.0,0,0.0,4.0,28.91,7.0,50.6,37.0,267.46,161.0,1163.8,502.0,3628.74,51.0,368.66,13.0,346.97,Oakdale,,California,
Hendersoncity,NC,15655,2.6,52.88,46.59,0.19,0.54,0,0.0,18499,75.0,13.17,14.45,21753,10912,15763,6624,2500,34000,5120.0,6614,3699,24.07,21.8,43.91,11.92,7.91,57.23,32.28,20.54,28.7,19.28,11.55,33.05,16.06,14.13,3.1,49.68,42.97,50.51,11.6,96.9,0.68,6.31,4.4,50.62,5.05,46.78,3,429,93.34,52.29,4.9,45.45,1960,12.61,1.45,33800,50800,74400,40600,116,180,249,133,316,29.5,18.5,13.9,0,0,1.15,81.21,57.15,86.06,91.66,,7.3,2134.0,0.11,0.0,6,36.77,3.0,18.38,73.0,447.33,207.0,1268.46,628.0,3848.28,1125.0,6893.8,102.0,625.04,10.0,1770.94,Henderson,Michelle Romero,North Carolina,Republican
Norcocity,CA,23302,4.17,7.95,82.42,1.36,19.55,23302,100.0,51594,88.74,5.92,12.75,52659,15142,16771,4590,6108,12843,9406.0,9872,973,5.34,4.93,24.25,10.32,5.1,48.14,21.21,14.52,14.49,23.72,8.43,42.59,12.03,9.94,3.49,82.9,75.36,88.3,6.76,84.6,2.25,10.56,8.94,82.83,6.06,22.51,3,193,96.66,82.4,3.63,26.42,1970,2.5,0.24,153000,203400,259300,106300,458,617,843,385,714,28.2,25.1,11.9,0,0,7.18,58.08,45.88,59.47,94.53,,14.2,1641.4,0.27,0.0,1,4.04,4.0,16.15,29.0,117.11,117.0,472.5,279.0,1126.73,554.0,2237.3,256.0,1033.84,15.0,609.81,Norco,,California,
Greenvillecity,MS,45226,2.95,59.63,39.76,0.43,0.56,0,0.0,18060,71.26,18.48,11.31,23068,9081,14683,5359,2400,11710,6929.0,4936,14232,31.96,18.51,38.54,15.58,12.45,51.79,19.98,25.33,19.0,23.16,11.72,35.15,14.97,13.52,3.49,52.47,42.18,56.12,19.6,97.37,0.21,11.3,8.31,57.98,9.73,45.71,3,1170,92.91,58.32,12.14,37.26,1965,11.02,0.83,29100,42500,60000,30900,132,207,295,163,332,32.3,21.1,15.0,6,0,0.55,84.59,59.55,88.62,93.77,,27.0,1672.6,0.24,0.0,16,35.96,34.0,76.4,66.0,148.31,133.0,298.88,1745.0,3921.35,2631.0,5912.36,186.0,417.98,57.0,559.55,Greenville,P.J. Connelly,Mississippi,
SanCarloscity,CA,26167,2.37,0.94,91.3,6.07,6.46,26167,100.0,54658,77.85,2.52,18.84,63337,28161,28647,27282,20295,23416,17992.0,20889,713,2.73,2.43,8.38,35.77,2.43,69.33,16.34,23.36,6.28,39.23,9.48,24.71,12.87,11.26,2.82,82.5,81.21,91.83,6.37,84.0,1.64,2.14,1.48,75.92,1.98,44.78,3,294,97.41,72.37,0.68,21.09,1957,0.56,0.0,328100,407500,500001,171901,611,744,972,361,810,26.6,27.7,11.9,0,0,12.55,55.31,58.4,82.21,92.84,,5.8,4486.8,3.98,0.0,1,3.54,1.0,3.54,24.0,85.06,32.0,113.41,153.0,542.25,586.0,2076.84,54.0,191.38,0.0,205.56,San Carlos,,California,
SanAngelocity,TX,84474,2.76,4.8,78.81,1.14,27.99,84474,100.0,23534,76.93,6.25,14.14,27832,11353,12578,6863,11822,7491,6391.0,6800,14737,18.5,14.84,29.08,17.61,7.71,61.16,12.63,25.81,14.72,23.56,10.22,27.62,13.83,12.12,3.16,74.97,70.45,83.76,7.9,73.84,3.89,5.71,4.0,61.39,6.6,52.54,2,3958,88.57,59.21,1.64,34.69,1967,7.89,0.47,33000,48300,70200,37200,237,302,387,150,365,25.4,20.2,13.0,240,1,5.38,69.08,45.39,73.13,87.74,672.8,49.6,1702.6,0.68,11.61,8,8.85,43.0,47.57,39.0,43.14,373.0,412.63,842.0,931.46,3333.0,3687.11,174.0,192.49,,512.19,San Angelo,Brenda Gunter,Texas,
Barbertoncity,OH,27623,2.49,5.26,94.08,0.29,0.33,27623,100.0,21688,67.14,12.39,24.38,26443,10366,10712,4962,5873,18690,583.0,9710,4626,16.93,8.47,31.19,7.88,8.67,51.76,28.81,19.41,21.56,15.52,11.23,26.78,13.8,12.63,3.03,66.86,64.74,66.61,4.77,95.79,0.45,3.99,2.74,66.48,1.45,44.54,3,649,94.47,64.26,3.39,42.84,1949,5.1,0.48,33800,44000,56500,22700,180,255,313,133,340,26.6,17.0,13.1,0,0,1.44,79.34,59.58,91.71,96.11,,7.9,3513.5,1.91,0.0,0,0.0,7.0,25.08,22.0,78.84,176.0,630.69,206.0,738.19,990.0,3547.62,89.0,318.93,19.0,734.61,Barberton,,Ohio,
Pontiaccity,MI,71166,2.87,42.2,51.25,1.36,8.01,71166,100.0,21962,72.63,22.07,16.66,25834,9847,10927,8937,5787,5723,7811.0,7537,18222,26.67,12.04,37.61,7.95,14.4,51.07,26.9,23.36,24.49,14.34,15.75,42.09,19.81,17.89,3.34,46.61,41.73,48.83,11.7,91.4,1.35,9.52,6.52,52.36,6.93,55.71,2,1816,93.17,49.73,12.83,37.78,1954,8.97,0.46,27800,36300,45700,17900,257,362,448,191,436,30.5,17.2,14.0,132,3,2.31,66.2,51.8,86.51,92.67,493.7,20.7,3434.7,0.9,10.69,19,27.27,,,423.0,607.12,1420.0,2038.09,1470.0,2109.86,1964.0,2818.88,874.0,1254.43,60.0,,Pontiac,Tim Greimel,Michigan,
Suffolkcity,VA,52141,2.82,44.58,54.68,0.38,0.61,39076,74.94,26125,75.62,10.49,18.76,31379,11831,15673,6978,13860,34126,7087.0,14522,8864,17.28,17.59,36.09,12.26,7.06,57.9,21.98,22.32,19.26,22.3,9.99,27.96,11.88,11.0,3.21,67.53,59.27,73.73,10.62,97.01,0.31,6.44,4.99,68.27,3.41,34.4,3,1495,92.53,67.75,9.83,47.22,1967,10.47,4.04,48700,70700,99400,50700,157,250,355,198,376,28.7,22.4,14.3,0,10,0.83,74.77,59.38,80.79,93.24,,414.5,125.8,1.63,0.0,9,16.22,37.0,66.7,160.0,288.42,304.0,547.99,646.0,1164.49,1974.0,3558.36,254.0,457.86,26.0,919.33,Suffolk,Michael D. Duman,Virginia,
Martinsvillecity,VA,16162,2.36,36.84,62.7,0.2,0.37,0,0.0,22446,70.6,8.64,16.7,29604,13742,17197,7929,49823,9822,15000.0,4595,2504,15.61,18.52,37.05,15.82,5.68,57.4,43.8,18.11,30.35,23.08,11.15,28.44,15.14,13.39,2.95,59.28,53.26,53.45,4.23,96.59,0.51,4.18,2.76,63.12,2.44,47.1,3,471,93.56,60.67,5.52,47.35,1959,6.58,0.52,37000,52700,84400,47400,183,255,317,134,320,23.7,18.9,13.2,17,3,0.88,74.95,61.23,81.36,92.68,,11.4,1423.7,0.0,0.0,2,12.52,7.0,43.81,22.0,137.7,78.0,488.2,164.0,1026.48,980.0,6133.82,54.0,337.99,9.0,682.23,Martinsville,,Virginia,
Bricktownship,NJ,66473,2.66,0.63,97.81,0.83,2.58,66473,100.0,38742,73.79,3.6,22.5,44680,16523,16562,9763,14924,17930,14351.0,13815,2470,3.74,5.59,20.23,16.51,5.55,60.08,12.53,21.8,11.95,24.31,6.22,25.37,9.0,7.69,3.1,84.22,82.61,92.92,5.52,92.48,0.85,4.06,3.08,83.83,1.31,44.45,3,3878,86.55,82.54,0.72,60.24,1972,0.67,0.16,105300,133100,166800,61500,509,604,725,216,721,32.6,25.7,17.4,17,0,4.71,71.99,61.13,77.21,94.05,,27.2,2441.0,1.75,0.0,2,2.92,9.0,13.15,28.0,40.9,51.0,74.5,415.0,606.2,1214.0,1773.32,98.0,143.15,14.0,131.47,Brick,Lisa Crate,New Jersey,
LagunaBeachcity,CA,23170,2.09,0.7,95.77,1.74,6.86,23170,100.0,53419,75.85,2.75,13.14,70219,40537,40887,28939,22538,48414,20261.0,15271,1411,6.14,2.39,5.87,49.02,1.84,72.93,10.39,29.52,3.13,48.8,14.7,37.11,19.21,16.9,2.65,76.69,74.71,93.62,17.67,88.52,2.03,2.54,1.37,64.34,2.34,59.3,2,1759,86.31,59.78,0.57,15.52,1960,0.39,0.44,343900,471300,500001,156101,652,859,1001,349,879,27.9,25.4,11.8,6,50,11.17,41.06,44.53,76.43,88.97,,9.0,2575.6,1.97,0.0,0,0.0,5.0,20.8,22.0,91.5,164.0,682.11,412.0,1713.6,874.0,3635.15,139.0,578.13,3.0,794.41,Laguna Beach,,California,
Robstowncity,TX,12849,3.59,1.85,62.03,0.19,91.07,0,0.0,16180,69.32,24.32,9.2,18788,5740,6694,5575,0,0,4040.0,5022,4767,37.04,42.31,61.8,6.31,12.26,44.19,16.67,21.07,22.14,14.35,8.53,30.36,12.4,10.59,3.96,72.16,61.18,76.35,0.0,15.13,14.64,18.52,15.67,68.41,20.25,50.24,2,554,86.6,68.98,25.81,75.63,1960,17.21,3.15,19200,30700,43700,24500,105,179,243,138,265,28.7,21.4,14.0,0,0,4.97,92.04,69.4,95.85,99.9,,9.6,1345.2,1.23,0.0,1,7.38,1.0,7.38,3.0,22.15,52.0,383.99,302.0,2230.1,324.0,2392.56,56.0,413.53,8.0,420.91,Robs,,Texas,
Wyomingcity,MI,63891,2.64,2.72,93.52,1.49,3.5,63891,100.0,31103,84.33,4.69,13.42,35161,13271,13449,11422,11847,7932,11198.0,10078,4498,7.07,6.7,21.43,13.17,5.13,70.23,29.39,17.0,23.93,18.35,9.7,28.4,12.84,11.33,3.15,76.5,75.93,83.36,7.98,94.47,0.95,4.93,3.49,73.05,2.55,48.64,3,888,96.46,67.43,0.79,19.26,1962,1.71,0.09,47200,57700,70400,23200,350,397,454,104,429,23.0,17.8,12.7,0,0,3.49,81.96,53.39,85.47,94.03,,25.2,2539.0,0.59,0.0,1,1.55,,,116.0,180.07,243.0,377.21,625.0,970.18,2235.0,3469.37,264.0,409.8,13.0,,Wyoming,Kent Vanderwood,Michigan,
Hastingscity,MN,15440,2.86,0.31,98.63,0.64,0.49,0,0.0,36091,84.9,3.41,12.51,41312,14482,14580,6426,4444,7238,1043.0,7344,746,5.0,7.84,18.63,16.75,5.18,69.13,24.87,21.76,18.97,19.55,8.72,29.13,10.57,9.66,3.22,79.12,79.48,92.03,25.32,96.83,0.61,4.2,3.17,78.24,1.63,37.23,3,144,97.4,72.34,0.69,20.83,1968,1.44,0.22,69500,83700,97400,27900,344,408,454,110,442,27.2,20.9,11.3,0,0,1.02,76.9,51.79,80.72,91.57,,9.4,1641.9,1.69,0.0,0,0.0,,,2.0,12.1,16.0,96.82,120.0,726.17,369.0,2232.98,40.0,242.06,1.0,,Hastings,,Minnesota,
Paragouldcity,AR,18540,2.49,0.09,99.39,0.18,0.51,0,0.0,19985,69.56,8.77,12.6,24252,10444,10448,10101,10092,0,7652.0,9321,3398,18.82,20.78,39.87,11.26,7.01,55.48,33.52,19.75,27.97,17.54,11.78,19.43,13.59,12.75,2.92,76.53,72.93,77.38,0.0,98.98,0.28,2.28,1.67,68.9,1.88,43.88,3,472,94.03,67.53,4.66,35.38,1972,10.95,0.51,30500,41800,60000,29500,153,216,274,121,280,26.0,17.5,12.3,7,0,0.26,73.8,52.41,83.68,89.62,,30.1,616.9,0.23,0.0,1,4.65,9.0,41.81,2.0,9.29,8.0,37.16,134.0,622.47,502.0,2331.96,35.0,162.59,1.0,92.91,Paragould,,Arkansas,
BeverlyHillscity,CA,31971,2.2,1.7,91.28,5.46,5.4,31971,100.0,54348,73.0,3.47,9.02,83272,55463,57381,30294,13326,39787,27395.0,28719,2105,6.6,3.6,10.57,46.95,3.8,60.76,8.37,28.42,1.37,51.85,8.33,32.58,15.23,12.23,2.87,75.73,77.69,90.56,13.57,64.34,4.86,4.05,2.25,54.32,3.27,61.04,2,1159,92.63,43.85,1.38,31.23,1949,0.4,0.2,500001,500001,500001,0,660,902,1001,341,925,29.5,24.0,12.9,0,5,34.82,26.78,52.74,82.67,85.41,592.2,5.9,5437.2,4.31,4.76,1,3.0,8.0,24.03,281.0,843.97,72.0,216.25,472.0,1417.63,1755.0,5271.06,221.0,663.76,14.0,1087.25,Beverly Hills,Lester J. Friedman,California,
UniversityHeightscity,OH,14790,2.87,16.34,81.75,1.53,1.0,14790,100.0,43376,76.55,2.47,12.64,51327,18705,19456,16183,10271,14356,4675.0,12395,373,2.9,3.26,9.16,47.0,4.65,60.44,10.93,42.35,4.23,44.99,4.4,36.71,7.76,6.2,2.99,83.94,83.27,88.68,7.16,88.61,0.8,3.36,2.43,83.68,0.56,22.15,3,135,97.45,77.25,0.0,42.96,1948,0.21,0.0,75900,90400,111900,36000,411,482,586,175,559,27.5,18.9,13.5,0,0,10.29,62.7,53.8,78.85,86.92,,1.9,7812.2,5.81,0.0,0,0.0,2.0,13.97,14.0,97.77,18.0,125.71,62.0,432.99,186.0,1298.97,31.0,216.5,0.0,237.45,University Heights,,Ohio,
Marioncity,OH,34075,2.59,4.22,94.72,0.45,0.85,0,0.0,22439,72.65,12.41,16.99,27049,10365,10499,7185,10716,12381,7082.0,7572,5667,16.85,9.68,30.32,9.41,10.98,55.48,26.25,20.37,22.82,17.85,13.31,24.01,15.71,14.6,3.1,70.49,66.69,77.23,0.0,97.7,0.24,4.6,3.24,63.17,1.68,40.38,3,1064,92.53,61.48,3.38,57.42,1945,12.2,0.81,24100,34500,48100,24000,185,232,284,99,337,25.6,16.3,12.9,4,0,0.75,81.01,53.95,85.45,93.41,,8.3,4102.3,1.01,0.0,1,2.88,16.0,46.03,37.0,106.44,20.0,57.53,587.0,1688.58,1533.0,4409.86,103.0,296.29,3.0,212.87,Marion,Nicolas AbouAssaly,Ohio,
Toledocity,OH,332943,2.54,19.7,76.96,1.05,3.97,332943,100.0,24819,71.86,12.29,18.44,30980,11894,13077,7722,9450,12415,7272.0,7817,62426,19.09,8.57,26.84,14.06,9.92,55.56,19.58,26.72,18.52,22.88,11.86,34.15,15.15,13.62,3.13,62.64,58.92,68.72,19.16,93.15,0.8,5.59,3.65,64.11,1.95,47.33,3,11242,92.09,60.65,13.37,48.67,1951,5.49,0.34,33800,48900,68500,34700,210,286,365,155,378,27.2,17.0,13.9,260,12,2.78,76.14,56.77,88.0,93.19,514.2,83.5,3988.5,3.0,4.39,45,13.89,357.0,110.19,1594.0,492.02,1195.0,368.86,5502.0,1698.29,15251.0,4707.51,4517.0,1394.26,357.0,984.96,Toledo,Wade Kapszukiewicz,Ohio,Democrat
Philadelphiacity,PA,1585577,2.63,39.86,53.52,2.74,5.63,1585577,100.0,24603,70.12,13.98,18.2,30140,12091,15027,9061,10146,8285,5083.0,6053,313374,20.27,11.29,35.69,15.22,9.62,52.77,13.58,29.55,14.13,24.81,10.62,42.11,14.12,12.53,3.26,53.45,47.22,62.33,16.38,86.31,2.63,8.48,5.42,66.55,4.69,42.28,3,71824,89.36,61.95,21.96,59.26,1939,4.25,0.88,27900,49400,77100,49200,252,358,483,231,452,29.8,19.3,14.8,3416,1069,6.61,73.58,64.33,88.86,92.65,840.2,140.0,11326.0,29.31,4.19,439,28.7,785.0,51.31,11531.0,753.74,6821.0,445.86,15117.0,988.14,39181.0,2561.1,23785.0,1554.73,2282.0,1279.6,Philadelphia,Cherelle L. Parker,Pennsylvania,
Newtoncity,MA,82585,2.8,2.08,92.78,4.55,1.98,82585,100.0,59719,81.14,2.91,14.43,70071,28840,29657,20516,7731,17833,6712.0,18081,3335,4.33,3.72,8.34,57.22,3.94,67.36,10.61,42.62,4.03,52.32,4.92,38.4,7.62,6.41,3.05,84.76,84.77,94.31,16.03,84.82,1.63,4.02,2.87,73.79,0.84,33.82,3,1042,96.58,68.91,0.29,38.58,1939,0.37,0.27,224100,293400,393800,169700,578,809,1001,423,884,25.2,20.9,13.1,196,0,13.03,55.34,60.43,75.1,85.9,,18.7,4413.0,12.27,0.0,1,1.17,11.0,12.82,27.0,31.46,181.0,210.9,479.0,558.12,1467.0,1709.31,248.0,288.96,0.0,256.34,Newton,Ruthanne Fuller,Massachusetts,
OrmondBeachcity,FL,29721,2.34,3.52,95.13,1.03,1.7,29721,100.0,32704,64.97,4.52,26.5,37695,18875,19228,8871,22920,23131,9044.0,19684,1977,6.72,4.72,15.77,26.17,4.21,51.11,8.61,27.27,7.13,37.67,8.39,22.21,11.99,10.31,2.75,76.18,74.95,86.68,6.73,91.96,0.7,2.01,1.41,78.76,1.07,43.28,3,1487,89.52,76.93,0.81,27.37,1975,1.73,0.08,71000,91500,128900,57900,335,449,576,241,544,28.3,21.8,12.7,0,0,6.05,22.65,46.85,70.75,77.44,,26.1,1137.7,0.77,0.0,0,0.0,10.0,31.02,24.0,74.45,12.0,37.23,293.0,908.95,948.0,2940.9,78.0,241.97,0.0,142.7,Ormond Beach,,Florida,
Lynchburgcity,VA,66049,2.63,26.41,72.45,0.76,0.72,66049,100.0,23726,72.25,7.54,17.2,30141,12657,14721,7200,12833,6139,8400.0,7231,9889,16.45,13.61,30.52,21.74,5.97,56.27,19.31,31.2,14.92,27.39,9.43,34.52,12.67,11.25,2.98,64.0,59.7,69.62,30.69,96.8,0.35,3.95,2.64,61.35,1.83,47.28,3,2090,92.33,58.2,4.31,40.48,1960,7.07,0.29,38200,56900,80300,42100,179,272,353,174,346,24.7,16.9,12.6,47,0,1.68,70.07,52.6,73.84,86.06,443.2,51.2,1290.5,3.33,5.8,3,4.47,45.0,67.0,107.0,159.32,351.0,522.63,560.0,833.83,2316.0,3448.48,184.0,273.97,50.0,753.42,Lynchburg,Stephanie Reed,Virginia,
Clintoncity,MS,21847,2.92,17.14,81.71,0.92,0.48,21847,100.0,36770,87.63,3.8,14.75,42144,14677,16374,6592,0,15987,10491.0,8881,1974,9.48,4.37,13.22,38.29,3.37,70.5,9.57,32.53,7.43,35.55,6.55,30.77,11.35,9.11,3.21,76.53,74.47,81.25,39.85,96.28,0.35,3.92,3.04,72.5,2.99,33.11,3,427,94.61,68.26,0.94,26.7,1976,2.6,0.37,60700,73400,92800,32100,292,350,413,121,438,25.6,18.1,12.3,0,0,1.78,70.21,46.9,75.27,88.08,,24.7,885.5,0.24,0.0,2,8.76,0.0,0.0,14.0,61.34,12.0,52.58,169.0,740.51,435.0,1906.06,12.0,52.58,5.0,122.69,Clinton,Not Found,Mississippi,
Andersoncity,SC,26184,2.49,34.26,65.09,0.31,0.53,26184,100.0,19433,70.39,8.88,15.8,25523,10866,13314,6284,6917,7901,7331.0,7658,4922,19.89,18.33,37.36,16.96,7.46,54.48,26.9,24.72,21.73,22.1,10.91,33.31,14.14,12.75,3.03,56.04,49.67,64.92,16.48,97.25,0.44,5.24,3.37,52.36,3.97,57.54,2,994,91.36,52.26,2.41,49.4,1961,11.53,0.25,34000,53100,74600,40600,148,229,321,173,327,24.6,20.6,13.5,12,6,0.7,76.1,50.04,83.54,91.1,,12.8,2042.4,0.88,0.0,8,26.85,15.0,50.34,134.0,449.74,394.0,1322.37,568.0,1906.36,1221.0,4098.0,137.0,459.81,3.0,1849.3,Anderson,Kevin B Anderson,South Carolina,
Mesquitecity,TX,101484,2.83,5.83,87.21,2.63,8.77,101484,100.0,35934,89.64,4.08,9.17,40198,14115,14509,11766,13014,12912,9852.0,10522,7771,7.73,5.36,18.76,18.31,4.74,74.16,14.53,18.82,11.26,25.69,10.29,23.44,15.87,13.21,3.23,77.5,74.52,84.99,10.48,89.97,1.19,4.66,3.62,67.55,4.75,36.41,3,3395,91.35,63.45,5.24,40.27,1977,3.79,0.16,52900,68700,87200,34300,334,397,483,149,469,24.3,21.3,12.7,0,4,4.66,67.97,43.88,83.76,92.25,459.1,44.4,2286.9,1.22,5.62,5,4.32,33.0,28.5,137.0,118.34,481.0,415.48,,,5181.0,4475.25,761.0,657.34,93.0,566.64,Mesquite,Daniel Alemán Jr.,Texas,
ParkForestvillage,IL,24656,2.7,24.63,73.0,1.13,3.12,24656,100.0,36995,84.91,4.16,14.99,41144,14756,16183,11041,17135,12511,8776.0,8651,1174,4.89,5.02,13.06,24.93,4.94,67.87,14.73,28.66,11.49,30.45,8.64,31.0,16.2,12.71,3.14,71.03,70.17,84.99,4.68,93.73,0.67,4.83,3.55,70.95,1.63,44.74,3,323,96.58,69.66,0.31,16.1,1955,1.03,0.15,45900,58800,72300,26400,261,397,496,235,479,22.7,18.7,11.4,0,0,3.38,70.72,57.89,85.21,94.8,,5.1,4826.9,11.71,0.0,2,7.89,,,25.0,98.58,30.0,118.29,124.0,488.94,523.0,2062.22,113.0,445.57,4.0,,Park Forestvillage,,Illinois,
ChippewaFallscity,WI,12727,2.49,0.11,99.03,0.34,0.34,12727,100.0,23056,70.18,8.75,17.21,30546,11034,11128,21667,2542,479,12688.0,7828,1323,11.12,15.8,25.73,13.05,6.85,55.78,29.03,26.98,20.9,22.54,7.8,32.9,12.13,10.14,3.0,72.22,72.67,77.26,0.0,96.81,0.47,3.44,2.14,65.29,1.06,51.2,2,236,95.58,58.78,2.54,39.41,1952,2.55,0.56,34000,43600,55900,21900,191,266,334,143,329,27.1,18.6,13.6,0,0,0.64,78.91,54.71,84.7,92.48,,10.2,1249.9,0.19,0.0,0,0.0,2.0,14.83,1.0,7.42,4.0,29.66,50.0,370.81,386.0,2862.65,15.0,111.24,4.0,51.91,Chippewa Falls,,Wisconsin,
Beavercreekcity,OH,33626,2.88,0.92,96.35,2.34,1.02,33626,100.0,49143,88.07,1.98,21.15,52531,18362,18297,22636,4326,21070,11575.0,14954,1165,3.51,3.8,11.01,37.21,3.13,69.01,18.19,30.58,8.47,44.28,5.19,23.96,6.42,5.81,3.14,89.64,88.59,96.51,15.08,95.48,0.49,3.26,2.72,88.77,0.45,16.76,3,455,96.25,86.08,0.22,51.43,1968,0.35,0.07,79100,97100,125000,45900,388,467,584,196,577,22.9,19.1,11.6,0,0,3.43,56.09,57.26,68.76,84.0,,26.7,1260.7,0.34,0.0,0,0.0,3.0,7.91,20.0,52.76,13.0,34.3,200.0,527.63,1030.0,2717.32,70.0,184.67,26.0,94.97,Beavercreek,Don Adams,Ohio,
Keenecity,NH,22430,2.67,0.28,98.83,0.59,0.59,0,0.0,31235,79.04,4.67,16.39,38391,14246,14312,1704,5270,12691,8897.0,9317,1632,8.06,6.21,16.34,28.98,6.42,63.92,19.92,27.04,13.56,28.3,8.61,35.27,11.97,10.46,2.97,74.41,73.75,80.96,7.41,95.33,0.52,2.93,1.94,64.12,1.25,48.35,3,450,94.91,58.09,0.44,25.78,1954,4.6,0.33,90900,113000,142400,51500,346,481,595,249,542,29.7,23.7,15.5,1,0,2.65,48.31,47.1,71.82,79.59,,38.6,580.3,0.03,0.0,0,0.0,23.0,102.18,4.0,17.77,68.0,302.1,155.0,688.61,835.0,3709.63,24.0,106.62,14.0,422.05,Keene,,New Hampshire,
Springfieldtownship,OH,13352,2.82,2.55,97.01,0.28,0.36,9827,73.6,32713,73.7,5.23,24.43,36199,14243,13832,12981,5114,106165,4091.0,5742,1116,8.79,8.16,25.83,13.65,5.41,55.46,24.72,22.89,17.76,27.61,7.8,22.04,9.11,8.48,3.02,82.16,77.61,83.46,3.85,97.24,0.48,3.26,2.66,83.85,1.2,32.59,3,132,97.29,82.69,2.27,40.91,1957,2.3,1.35,46700,66300,90100,43400,158,248,322,164,341,24.3,16.9,12.1,4,0,0.97,79.97,63.34,91.08,95.84,,36.1,369.6,0.2,0.0,0,0.0,15.0,37.91,38.0,96.04,126.0,318.45,324.0,818.86,968.0,2446.48,36.0,90.98,13.0,452.4,Springfield,Ken McClure,Ohio,
Swissvaleborough,PA,10637,2.16,9.69,89.52,0.51,0.75,10637,100.0,23773,69.21,8.65,19.7,26537,13164,13833,7680,234,9378,0.0,22816,1322,12.53,9.07,21.74,20.9,6.62,55.31,12.37,35.69,9.73,34.27,9.65,35.59,12.34,11.16,2.88,63.45,64.25,70.11,0.0,93.29,0.35,3.26,1.89,62.28,0.65,56.32,2,358,93.22,55.3,5.87,53.35,1940,1.91,1.15,30900,40900,56600,25700,256,316,386,130,402,24.4,20.1,13.8,0,0,2.29,89.14,64.43,92.84,95.93,,1.2,8564.4,16.83,0.0,2,18.94,5.0,47.34,18.0,170.42,18.0,170.42,65.0,615.41,200.0,1893.58,121.0,1145.62,9.0,407.12,Swissvaleborough,,Pennsylvania,
